Sentiment,Review
0,"Oh my God!! How did they get high ratings!!????? They had sectional sittings and some open areas. The place is dark for a Chinese restaurant. The decor is mostly wooden plaques and wood carvings. 

The servers or staff there were not friendly and talked behind your back. Yes, I understand Mandarin even though I spoke English to them!! I had to get up twice to get their attention and they only had three tables with customers. 

It's supposed to be fine dining so I had a feeling that the portion would be smaller. Ok. But why all the saltiness in your dishes!!! The veggie dish was pricey and decent. The shrimp fried rice lacked the shrimps. They were tiny!! The rice was hard. It felt more of a Caucasian dish. The beef and broccoli dish was the largest dish full of salt!! Basically eat and drink lots of water. 

I was obviously not satisfied or full. Dishes were TOO SALTY, even my friend didn't like them. 

Never will I go back!"
0,"Recommended:
Veal marsala with penne

Ok:
Shrimp and scallops in wine sauce

Meh:
Roasted bell peppers. They're ok, but the quantity makes no sense unless you have a group to share with.

This type of food is really not my thing. A bit too straight forward and bland.

The food is simple Italian, but not special. The veal was well seasoned but a bit chewy. Still it was better than the shrimp and scallops dish, which contained small scallops and shrimp which seemed overcooked or reheated.

Olive oil and vinegar bottles are covered with corks which are very greasy. I have no idea how these could possibly be clean. Your fingers get dirty at minimum.

For the price, I expect higher quality or at least more interesting food.

Service was a bit absent at times, but passable overall. They only have one credit card machine, which created a bottleneck of a few minutes. It didn't matter this night, but if you have a time constraint, it is not a fast meal. The waiter explained and apologized, at least."
0,"Nice staff
Simple interior
About $20 for king pao w rice; restaurants love to add $$$$ for the rice, they know it goes with rice, so charge more, seems unfair.
It is definitely hot. Felt like CRAP hour(s) later.
Hard on the stomach, I like hot, this was too greasy and doesn't sit well.
Did I mention 4 hrs later..
Not so good!
Bad aftertaste and guts are mad at me."
1,"Great tacos with a good spice level! The food at Campechano is tapas style and they have a wide range of tacos. 

The guacamole is served with a side of spiced nachos - they were a little dry and stale, but the guacamole was fresh. The ceviche is an European bass, with a nice kick of spice as well. I ordered the fish taco which was freshly deep fried and simply delicious. 

The restaurant has a patio with outdoor seating, as well as bench like seating for larger groups. Unfortunately, the service is not as great as the food thus meriting a 3 star."
1,"It's ok. It's definitely not 4.5 lol. 

We got the prosciutto and ricotta fritters to start and those were great. Took a little too long to come out but they were redeeming. 

We got the oreciette (sp?) and duck tagliatelle and both fell short in different areas. The duck tagliatelle was definitely missing some flavour notes - probably lacking in aromatics- maybe garlic? Something was missing. The pasta was also way overdone for a restaurant and not al dente at all. It needed a lot more salt- and even though I got piles of parmesan on it, it was still under salted. 

The oreciette to me was the better of the two- the pasta was perfectly al dente and the chilli component made the taste better, but it was still missing something- hard to say what.

The tables adjacent to us seemed to really like their food so maybe it was just us.

We didn't get dessert so I can't speak for that. 

I would maybe come back and try to gnocchi but other than that, nothing really sparked my interest."
1,"My friend and I decided on Mexican food for dinner and this popped up as nearby where we were at the time, Yorkville/Annex area. As we walked in, immediately we're greeted and seated in a tight space for 2. The menu was explained to us and water was given, then we were left for a few minutes to decide. 

We decided on salsa fresca & chips, chicken enchiladas suizas and short rib emmoladas along with a bottle each of corona and negra cervezas.

Salsa fresca and chips arrived first, the tomato salsa was delicious, the morita chile seemed to have been grilled before it was mashed together with tomatoes and red onions and went well with the crispy chips. (If you come for anything at all, this would be it and definitely skip the guac as it didn't seem appetizing.)

My friend and I shared the chicken enchiladas suizas and short rib emmoladas, while tasty, I could've gotten it somewhere else for cheaper. 

Because of how tight the space is, I was able to look around at what the other dinners ordered and the the tacos seemed to be more popular, so will have to come back and try those.

We also ordered alfajores, which at $8 for 2 was just meh."
0,I came here and had a short male server with a buzz cut and glasses that was very rude.
1,"This small restaurant isn't a place I would have chosen myself but was suggested to me by a local Torontonian. Stelvio has a location in Toronto as well as in Milan, so my expectations were set really high. The service was great but honestly the food didn't meet my expectations. 
Being a vegetarian my options were limited, so I went with the mushroom risotto. By the time it got to my table it was cold, likely because of the way they plate it; a thin layer of risotto in a large bowl, almost looks like a porridge. 
My colleagues went with the prosciutto and beef wrapped around a thick wooden dowel, which came with polenta fries and looked rather unique, they seemed to enjoy it. 
Wines are all on the pricey side... amarone starts at $185...
All in all I was expecting more."
0,"We came to this place attracted by BlogTO's boast of the best lasagna in town. What's a better way to try the place then the Family Meal it has on the menu. For a set price you get to try a little bit of all their well known food.

It comes with appetizers, salads, pasta, and a main course to share.  With all the rave reviews, we thought we were going to have the best meal of our lives.

To note: Their Lasagna was pretty good. It comes in the menu as a small for just under $10 or a bigger pasta size.  I will return just for that.

Everything else, my companion and I were pretty disappointed.  Granted, it should be pretty hard to screw up a salad. Most is just compilation of freshly chopped up raw ingredients.  One of the salads was dressed REALLY sour.  I ended up taking it home and tossing it with more raw vegetables to be palatable.

The pasta sampler plate they provided came with 3 pasta of their choices - this included the legendary lasagna.  It was the ONLY good thing on the plate. One of the pasta was undercooked so it was still crunchy. We had to send it back to be more ""al dente.""

The only control of choice you have was the main dish. We were able to each choose 2 mains individually -  a pork chop and a lamb shank.  That being the highlight of the meal, we were both pretty disappointed too.  The pork chop was way overcook and tough. The lamb shank - well...we had better elsewhere.

We expected a lot more going into the restaurant especially paying over $100 including wine. We both agree afterwards we should had just gotten a lasagna and that's it.

This place was not horrendous but I would not go out of my way to return."
1,"I'm really not sure why this place has such great reviews, I found the food merely average. The interior reminds me more of the Southeast Asia budget ""backpacker"" vibe, ie partiers. It's certainly a part of the Thai experience but not really my thing.

Tom yum soup - this was pretty solid with vibrant flavors and a good kick. Maybe I've really lost spice tolerance but I was starting to drip before I was done with the cup...

Pad cha hett - mushroom stir fry. I got this with black rice just to try something new and it didn't quite fit the rest of the dish. If you get this, stick with the jasmine. The stir fry part was disappointingly bland though. It had a bit of a fennel taste to it, not sure what that comes from."
2,"Outstanding food and service.  
Great place to take that special someone. 

Live music was awesome.  

James"
2,"I just came from a terrible experience waiting to be seated at Terroni at summerhill. They refuse to give an estimate on wait time as a ""Policy"". Their atmosphere was conceted, entitled and inconsiderate. They scoffed and said that we should have gotten a reservation after making us wait 40 mins. 

Grazie totally erased the stress and enragement I had. They turned a what could possibly have been a terrible birthday for my brother into a extremely pleasant and memorable night. They were packed full but was able to accurately tell me exactly how long it would take to seat us, even though they had other reservations. You could really tell how experienced the staff was. The food was well balanced and delicious. We had the goat cheese salad, completely surprised at the flavors they created with roasted vegetable, the creaminess of the goat cheese and the texture of the philo just works. The papperdelle pasta was like the most comforting beef stew that lives up to your cravings. Their pizza dough is so good it makes you want to eat the crust first. For dessert we had the orange ricotta cheese cake. It was this light citrusy flavour that was just enough to cut through the creamy texture. 

I can't thank Grazie enough for living up to our expectation of great Italian food and hospitality."
2,"Really delicious and hearty food.

The stavroz are a must to try at least once. Great portion to share with one more person (or two). 

The gnocchi was so tender and soft and pillowy, and the pomedoro sauce was a great addition!

The veal was also oh sooo tender! 

I'd for sure go back to try a few more different meals there!"
0,"I was craving soup dumplings and this restaurant has such good reviews that I just had to come here. It's a tiny restaurant down some steps, so it might be hard at first to find if you don't know what you're looking for exactly. There isn't a ton of seats, so if it's busy, you might need to wait for a table.

The restaurant itself could use a huge facelift. The washrooms were dirty and very small. The whole place just feels outdated - minus the tables and chairs. I came on a busy Saturday night but was seated fairly quickly. They cleaned my table before I was seated but the dish cloth they used to wipe the table was definitely used.. my table just smelled like a used dish cloth, sadly.
There were also a TON of mosquitos. We were seated right in front the of door, so perhaps this could be why.. but the most odd thing is that they would just drop onto our table and food, and almost die or stop moving instantly. Not sure what was going on.. but it ruined my appetite. 

ONTO THE FOOD: the most important reason why I'm reviewing! We ordered the Juicy Pork Dumplings (soup dumplings), fried shrimp & pork dumplings, & chive pancakes. The soup dumplings were just okay. The filling wasn't as flavourful as other ones that I've tried from other places. It was missing something but I can't figure out what it is. The pancakes were really good, and I wish I ate more but they were dripping I grease, so I couldn't eat more than 2. I didn't have any of the fried dumplings but my boyfriend said they were very greasy as well. We actually had to go get a drink from a bar close by just to get rid of the greasy feel in our mouths.

I honestly wouldn't come back here myself. A lot of other people gave this place high reviews so I'm not sure if I just had a bad experience or not. But the greasy food and mosquitos flying around or dropped dead in front of us wasn't acceptable."
1,"Gringo af. Lunch and dinner lines go out the door. Don't come here for your undersalted chips and measly-portioned guac. The meat was kind of too salty and even having three tacos made me want a fourth. I guess it's FINE that there's fish tacos but it's kind of overrated. Where is the cilantro?!?! 

I have had better. It's got an Assembly Chef's Hall vibe. It's loud, jammed full of working professionals. Only come here if everything else is closed."
1,"We went on a Friday night and the wait was 40 minutes, so we decided to explore the area near us until we received a text that our table was ready. They led us to our table only to find that people were still sitting there. It took them 15 minutes to figure out another table for us. When we finally sat down, we were given menus and the food here is not cheap at all. We decided to get some chips and salsa to share with 2 tacos each. The salsa came in a tiny container that was barely enough for one person. We waited another 45 minutes for the tacos for them to be cold."
1,Apparently closed today Tuesday Oct 22 at 5pm. Sign says closed Wednesday so I'm not sure what's going on
0,"Very bad service the servers are so loud and rude .. the food tastes bad and super oily, the chicken is not white meat while they told me it was , the rice had rocks in it that almost broke my tooth and so not clean the whole experience was so bad I wouldn't recommend anyone to go there and on top of that I went back home with food poison and had diarreah .. the worst place ever please watch out"
0,"Just prepared that you may wait more than 50 mins for food serving. i came here twice. each time me and my friends will waiting more than 50 mins for food after we ordered. no matter how many customers in here. they are always very slow. even fried rice, they will take that long.

And the fried rice. Are not totally sauced... even it took 50 mins to make."
0,"My review is for Uber eats delivery from Grazie.
We ordered 2 pizzas-1 classic margarita and one mushroom. Both pizzas were stone cold and were undercooked. It tasted kind of like frozen pizza you can get from a supermarket. 
There are so many great pizza places in the area and unfortunately this isn't one of them"
0,"Xola Mexican Food would be a great cosy place to take a first date. They promise Mexican food unlike any other. The small setting is endearing. While the service was excellent, and the menu promised good, fresh ingredients...

No salsa or chips to get you started on the house as is usual in the places I've been. Instead, for $10.50 or so, when we ordered the Guacamole as an appetizer, it was excellent and enough for both of us. As good as avocados can be. Not special.

I ordered the Duck. I received a very small serving roast duck taken off the bone in a small bowl, several small wraps, a  1/2 ramekin of chopped fruit for the wrap, a  1/2 ramekin of sour cream. That's it. No potatoes. No rice. No salad. Messy.  It was OK. Not interesting. Cost over $22.00.

My girlfriend ordered braised Lamb. Same thing. It was a tiny portion, stewed and served in a small bowl, with several small wraps,  1/2 ramekin of black beans. That's it. No potatoes. No rice. No salad. It was just OK. The duck was better. Cost over $18.00.

Add 1 beer and 1 excellent Margarita to that, and the bill was $80. 

Because the service was good, a tip had to be added which brought it up to $90.

Moral to this story - Xola is not even close to worth it. You won't find what you're used to or expect to. If you're open to novelty, you'll be disappointed by what you're served and what you're not.

For the best mexican, its worth the trip to Cielito Lindo in Pickering or Mexican Lindo at 971 O'Connor Dr, Toronto  - the very best. And we could have eaten twice for what I paid.

If you want duck or lamb, better to hit Chinatown or Greek Town respectively."
1,"I walk by Hotopia most days on my way home from work, and if you've ever passed by, you've probably smelled that strongggg spicy spice from outside. Maybe just walking by has even cleared your sinuses. It's been packed (usually with a line up) most nights when I've passed by which is why I've waited so long to check it out, but a few friends and I finally made our way here for dinner this past Sunday. I put my name on the Yelp waitlist for five people for 6pm, which turned out to be unnecessary as there were several empty tables when we arrived. (The restaurant got busy later around 7pm, and there were a few groups waiting for tables).

We have varying levels of spice tolerance between the five of us, so we ordered three dishes to share: pea sprouts in broth, steamed chicken with chili sauce, and the Sichuan pepper numb basa. The pea sprouts were the only non-spicy dish we ordered, and it was pretty standard as far as Chinese pea sprout dishes go (including the high price point). The steamed chicken wasn't too spicy and quite oily - watch out for the bones! The Sichuan pepper numb basa was the main dish that we ate with rice - it's definitely spicy, but not too numbing (as long as you avoid actually eating the peppercorns themselves, which I definitely did). There were quite a lot of pieces of basa as well as eggplant, and despite sweating and turning red from the spice, we found ourselves finishing everything. 

Service is pretty friendly, and they were fast to fill up our water (which we definitely needed). The bill came to ~$14 per person which was pretty decent for such a filling meal. This isn't my favorite type of Chinese cuisine as I'll admit, I can't really handle the heat. But I'm definitely interested in coming back to try some other dishes!"
1,"This was our first Chinatown experience and it left much to be desired. I'll start by saying that the menu is extensive, with over 160 items to choose from. Perhaps we didn't order the best dishes.

We ordered the soup dumplings with crab meat and pork, which were the highlight of the night. Both the Sui Mai and the chicken and cabbage potsticker, which were on special, did not hit home. They were both bland and could have used some salt. The last dish, stir fried Ho Fun with beef was good but the beef had an interesting texture, it had no chew and fell apart in your mouth. I'd say the noodles had good flavour but could have been better.

To sum up, the food was good. It wasn't great, it wasn't bad... it was good. The service was great. Food came quickly and servers were always nearby. If I do come back to this location, the soup dumplings are the only thing that I will be ordering again."
0,This place is overhyped.... the food was quite mediocre however the line was out the door the entire time we were there. We tried the Spaghetti & Meatballs and the Chicken Parmesan Sandwich. The meatball was delicious. However the rest was forgettable.
1,"3.5/5
With so many ramen joints in and around Toronto, this place is just another typical ramen joint. I'm really surprised to hear many say this is their favourite ramen.
Remember to join the yelp waitlist during busy hours but service is usually speedy with quick turnarounds in table. 
Approx. $15 per bowl, portions could be larger but there is the option to add extra noodles for a few dollars."
0,"I came her few weeks ago. I straight up saw this lady (pretty sure the owner) handle cash/ scratch her head and touched the food right after. I

Of course I only had a few bites and left the rest cause I was so grossed out. When I was paying for my bill, I let her know what I saw and she started giving racist quotes. ""All the chinese places do the same thing"", and walked away.

I would have just left it and not think twice, but for them to say something like that, that is a big nono. 

McDonalds food is higher quality than this. 

DO NOT COME HERE."
2,"Lets just say... it's defs the worth! When we first got there on a tuesday night we honestly didn't think it was that busy, since there was only a few people outside waiting. Oh man, we were wrong! When we inside to put our name on the list, ends up there was a 3 page waiting list & almost a 2 hour wait (currently 7:30ish). We went out for a bit then, realized they did take out. So instead of waiting the 2 hours, we ended up waiting 30mins & sat across the street on the bench - and well, though it wasn't ideal the food defs made up for it! Also, everything was fairly priced!! 

We got the mozzarella sticks, meatballs, pepper poppers, calamari & half pasta and half salad - and none of the food disappointed!! The mozzarella sticks had the cheesy pull, meatballs were soft and the sauce went perfect with it. As for the calamari, it was soft and perfectly salted!! The pasta and salad - if you get together you save $3, both were delicious and i would say probably one of my favourite caesar salads. 

Though we didn't get a chance to dine in, we were really impressed with the food and we would defs come back!!"
1,"Visited Mi Taco Taqueria for a quick snack - guacamole with chips ($4). The nachos did not tasted fresh. I felt like the guacamole and chips ratio is off. It was very disappointing. Perhaps the other items are better. 

Not a big fan. I may be back to give it a second chance to try the tacos."
2,"I have a very beautiful dining experience here. The staff was very attentive, and Billy the restaurant manager was simply an amazing host. His energy and enthusiasm led the experience to a wonderful memory.

Not only was the food tasty, but the aesthetic finishing of the dishes were beyond excellent. I strongly recommend the Truffle beef Carpaccio; shaved black kale salad; and Roasted butternut Raviolis. 

MUST HAVE DESSERT: Blü chocolate cake

Blü Ristorante is now my new go to in Yorkville for fulfilling my Italian cravings!"
1,"Mi Taco Taqueria is a festive bright takeout/sit down place to grab a couple tacos and a drink. You order at the cashier and they give you a number so that you can seat yourself during the wait. They have a colorful seating area in the back, with interesting lights and banners to envoke a festive charm to the small space.

We ordered the guac and chips, and 6 tacos. The guac is on the small side but tastes fresh with plenty of herbs and bright flavors. Between the 6 tacos that we had, I prefered the carnitas and the sliced beef tacos the most. The flavoring was the most interesting, while the others were okay but at times a little bland. At $5-6 a peice, the tacos are not cheap but it can be expected due to the popular location."
0,"Absolutely terrible food and even worse attitude and service. 

Didn't even have a bite of the food"
0,"When we arrived the restaurant was empty and silent. We were seated at a table that was sticky and bits of food left on the table. We ordered the Chinese burgers, pork soup dumplings and cold noodles. The buns were stale, the noodles were excessively greasy and had a weird texture, and the pork dumpling meat was fatty. After leaving the restaurant, both my girlfriend and I felt very uneasy, she threw up immediately. I originally decided to come to this restaurant based on the reviews but after my experience I would not recommend this to anyone."
2,"We came here for a private baptism lunch and OMG the food was AMAZING! I ate things that I typically don't and I loved it.  

For starters, we were served this really refreshing salad with pickles veggies and a light vinaigrette dressing. We then moved on to lamb skewers and pizza with prosciutto and cantaloupe.  For our pasta dish, it was this really creamy cauliflower pasta with cheese. I typically don't do creamy pastas because I'm more of a marinara girl but this dish was da bomb, second servings please!  For our main, it was chicken with rapini and roasted veggies.  The chicken was super tender and juicy, and paired with my favourite veggies.  

I checked their menu and all of the above items are on their regular menu, I can't wait to go back! It's that good."
1,"Authentic italian food served in the same fashion.

Service: The staff were friendly, but the wait times were pretty unacceptable considering we had a large group with a reservation. We arrived on time, but still had to wait upwards of 30 minutes for a table, and it almost ruined the surprise birthday. The food came as ordered, but the waiters clearly didn't communicate with each other as they didn't know who ordered what and had to check several times.

Food: The pasta was cooked al dente, closer to the firmer side. You could tell the pasta was fresh, and they were fairly generous with the truffle shavings. However, the seasoning was a bit overwhelming, as it seemed to overpower the truffle flavour.

Overall: Seating was nice in a semi-private room, food was bene, but waiting half an hour for a reserved spot is not appreciated."
1,"Hits and misses at one of the most popular Thai spots in the GTA. It's legacy will be for ushering in an era of outstanding and competitive Thai cuisine to Toronto... But as it currently stands, it's good but not worth the long waits.

What We Got: Pad Kee Mao (chicken), Chef Top's Massaman Curry (Tofu), Green Curry (chicken), Thai Iced Tea

What We Liked: 
+curry was smooth and solid kick
+Pad Kee Mao was a big standout - definitely one of my favourite dishes ($17)
+Chicken didn't cost extra but beef did 

What We Didn't: 
-Thai Iced Tea was smooth but missing a ""tea"" flavour, especially as the ice slowly melted. 
-Chef's curry is quite sweet - would recommend only to those who want to mix a sweet tooth with an entree. Also very heavy with plenty of potatoes
-very noisy! Hard to have conversation and hear yourself
-spice levels seemed a bit off. I swear the Pad Kee Mao at level 3 seemed to be more mild than the curry at Level 2. Felt like it was the other way around!


What We Recommend
/Pad Kee Mao! Probably will try level 4 spicy next time, but I might stick with 3 just to doubly confirm next time

Next Time...
Will probably try Pad Thai, Khao Soi and some appetizers. But let's be grateful for all these outstanding Thai options nowadays.


3.5, but I'll wait to round up based on subsequent visits!"
2,"Celebrated Valentines here last night. They had a $99 Prix Fixe menu. Pricey I know. But everything they served was delicious. The servers were very pleasant and explained everything that was being served. There was someone playing live music on the stage (he was amazing). It was just a lovely night. One thing though, because it was Valentines the restaurant was really busy. It took a while to get outlr bill. Normally I wouldn't care but it was getting late (8:30pm) and my bedtime is 9:00pm. Lol! 

If you are looking for a nice classy place to take your date, this is definitely a good spot."
2,"Fyi adding to my previous update, the service is better than the food. I agree. The food is average but the service is exceptional. I certainly felt like I was in italy and given the VIP treatment however."
2,"All you need to tell me is that there's a secret pasta warehouse serving up the best pasta dishes in Toronto and I will obviously be there. Baldassarre has been supplying many of Toronto's restaurants with traditional fresh pasta of the highest quality since 2010. But you can also go to eat it directly from the source: Leandro Baldassarre's brick warehouse in Davenport. Toronto Life put them at #97 on their The City's 100 Best Restaurants 2018 list. And blogTO named them as the #1 Best Pasta in Toronto.

It almost sounds too easy, but it's not. If you want to try this pasta you're going to have to work for it. (It'll be worth it.) They're only open Tuesday to Friday from 12-2pm. Yep, that's a weekdays-only two hour window. Plus there are only ten seats in the whole restaurant. I got myself all prepared to do this thing on a Tuesday afternoon and rolled up to the manufacturing strip of warehouses around 11:45am. There was already a lineup of around 15 people deep. I added myself to said lineup. One last hoop to keep in mind is that they are an entirely cash-only operation. You've got this. Arrange your life and go eat some pasta!

Once the doors opened at noon it took about 20 minutes to get myself through the queue and up to the counter. While the space is certainly factory-esque, it's also quite bright, airy and fresh. There's a shelf full of merchandise for purchase, four marble tables available for dining, and the rest of the room is their factory space full of staff members busily working away and rows of pasta being produced. The menu changes each day and the current offerings are posted chalkboard-style. You can take your eats to-go but if you choose to eat in the restaurant then you will need to wait for an available table. A staff member will take your phone number and call you when a table is free. I did this and the wait to be seated was only about 15 minutes - faster than I expected. Once seated, my name was called as my dishes became ready.

The menu is very short. Two different pasta dishes are offered daily. In the small Contorni section (side dishes) there was Fior di Latte (housemade mozzarella balls), Crudo (raw) prosciutto, and a vegetable dish; Cetrioli (field cucumbers). They also offer some Italian sodas to drink and a Dolce (dessert). Taxes are all included which keeps the prices very straight forward.

Of the side dishes, I very nearly ordered the Fior di Latte, but at the last second found myself asking for the Crudo 24 month San Daniele D.O.P. ($9.00). I couldn't say ""no"" to a gorgeous plate of one of the most prestigious varieties of prosciutto. The D.O.P. stands for ""Protected Designation of Origin,"" a title which is only given to products that depend solely on the area in which the meat is produced. In this case, the meat comes from San Daniele, a small village in Italy's northern region. The taste and texture of this prosciutto was incredible - likely the best that I've ever tasted. A beautiful saltiness permeated the delicate ham and each bite melted in my mouth. I could certainly tell the difference from a cheaper variety, which can sometimes be stringy and chewy. This meat was none of those things, providing a luscious mouthfeel. Sorprendente!

It was clear to me that we would be ordering both pastas, and that's exactly what we did. First, Tonnarelli al Cacio e Pepe (Pecorino + pepper - $13.00). One of my favourite pasta dishes, I was very excited to find this one on the menu. This Roman dish is simply made with cheese and pepper and it is certainly an example of how the most perfect things are the most straight forward ones. The tonnarelli used is an egg pasta from Lazio (the region in which Rome is located), quite similar to spaghetti. I have eaten this dish in Rome and I have to say that the version at Baldassarre is pretty close to identical. Their pasta was served perfectly al dente with a little bit of a bite. The liberal application of creamy pecorino and sharp pepper produced a beautiful plate that must be tasted.

Next, Perciatelli a la Matriciana (Guanciale, tomato + Pecorino - $14.00). Perciatelli, otherwise known as bucatini, is a thick spaghetti-like pasta with a hole running through the center. It's one of my favourites! Matriciana sauce is essentially a classic meat sauce based on guanciale, cured pork cheek. I really loved this dish and found myself having moments lost within the sublime simplicity. I would've liked for it to be even saucier, however I did appreciate that the pasta itself was the star of the plate.

I should also mention that Baldassarre provides complimentary crusty Italian bread that you are more then welcome to help yourself to. An excellent and necessary item for sopping up every last drop!

While eating at Baldassarre is a bit of an ordeal, I do think that it was worthwhile. I found the prices very reasonable for the level of food quality. They sell their pasta and sauces as well, so you can keep the delicious eats going at home. If you'r"
0,"To be completely honest. I was expecting more.
I came in during my lunch while practically salivating on hearing the reviews. I ordered the 3 TACOS: FISH, BARBACOA? AND CARNITAS. fish taco was so bland and had no taste. The beef was pretty good. CARNITAS was decent. Service left more to be desired as the gentleman never asked if I wanted anything else but just requested I pay. Felt rushed.!"
1,"3.5/5 

Came here for a quick lunch since I heard a lot about the Yonge and finch location of this noodle spot. We were quickly sat down and  able to place our order. 

We both got the Biang Biang Mien since it was recommended by the waitress and seemed to be the most popular item from others who came to this place. 

The noodles were interesting given the variety of different toppings that you wouldn't necessarily think go together, but I liked the mixed noodles concept. My biggest issue was that despite there being so many different toppings, the noodles tastes bland and didn't have much flavour to them. It seemed like the toppings weren't cooked enough to bring out the flavours or salted enough to help. 

Overall an interesting noodle concept but I don't think I'd return again."
2,"Amazing fine-dining Italian restaurant in Yorkville. On Friday's and Saturday's they have live entertainment which is such a cute touch. Loved the upscale vibes, food and service all exceptional. Large inside with lots of seating. The best beef carpaccio in the city! Would recommend to anyone!"
2,"I've spent multiple birthdays here & the atmosphere is absolutely fantastic! 
The entire staff Cheers & greets you when you come in, the vibe is awesome and so is the food!"
2,"This is hands down the best noodle place in Toronto!! The Beef Hot and Dry Noodles are delicious and perfect, and the portion sizes are big and leave you very satisfied. They also have bubble tea! 

I have gone here many times for lunch and dinner and each time the service was amazing and the restaurant is very clean. It is also in a trendy area of the city that has a lot of cafes. They also sell duck neck and duck wings, which are very famous delicacies in China, this is the only restaurant in Toronto I know that makes them and it is delicious!"
2,"I love Eataly... does this make me sound rich lmao. I just love a good food paradise. From food markets to brewery, from restaurants to bars, theres almost everything you need here food wise? It also looks pretty vegan friendly because I saw a variety of oat, soy, cashew milk. As my friend and I were browsing, I saw this couple sitting and eating this flatbread looking thing with prosciutto and stracchiatella... didn't want to be creepy and interrupt them, so my friend and I were on the hunt for this cheese. Turns out it was the tricolore pizza at the pizza place closest to the bar. The pizza was SO GOOD. Had a couple of drinks at the bar so i was a little  nonetheless, people kept coming up to us and asking where we got the pizza. We should be sponsored for putting in such a good word. I wanted to buy the stracchiatella on it's own but it appears to be out of stock. 

Oh yeah, most things here were pricey - including the veggies in the corner. I guess that's what happens when things are a little more fancy?"
2,"Ate at Pizza Alla Pala. Damn the pizza is soooooooo gooooood. Honestly just go for the pizza. Then grab some gelato (I didn't have time but I hear only good things). 

So glad they opened one in Toronto. Anytime I'm downtown, this may be the spot. 

Mmmmmmm mmmmmm good."
0,We ordered through Uber eats. The driver was quick and really friendly. The food was hot and not too expensive. Otherwise the food was not our favorite. Out of everything we enjoyed the spring rolls the best. The rest of the food was pretty bland and not a lot of flavor. It was fulfilling and we were hungry so it wasn't the worst thing.
2,"I adore this place. Everything about it brought me back to Florence, or Venice. Its as authentic as they come. The burrata, short ribs, orange salad, and polpete are all amazing. I can't wait to go back already."
2,"This restaurant was a huge surprise. A friend recommended it and I'm so glad we went. The storefront looks unassuming but inside are cute string lights and a very warm ambience.

Their appetizers has the usuals, tons of cheese options and calamari. We ordered the antipasto platter and it was huge, we were really surprised because it wasn't expensive. It had meats, cheeses, grilled vegetables, and small sides like pesto sauce and marinated jalapeños. The pasta were all fresh and delicious. It definitely has the homemade taste of newly made sauce. Portions were pretty decent, and I took half of the pasta to go since I had the antipasto already.

The service was good and they gave us water whenever we ran out and packed our boxes to take leftovers. I'd say it was just the right level of service without them watching you or ignoring you.

Overall the bill came to less than $25 for a pasta and half the antipasto platter. So all that plus the great price makes it 5/5. Go to this place if you're ever uncertain of what to have for dinner."
2,"I LOVE the new location!  Same exquisite food and the friendliest service but in a bright, modern, beautiful new location!  Congratulations on the next delicious chapter of my favorite restaurant in Toronto!!"
0,"Came here on a Sunday evening with 4 people. The seafood risotto was good with lots of seafood. 

The surprising part was that the server/restaurant added automatically added a 20% tip to the bill. He just put in the tip amount himself on the POS terminal and said service charge was added. 

I do not like being forced into tipping at a certain amount and therefore would not visit the restaurant again."
2,"Can't say enough about Fusaros! An affordable and delicious Italian spot in the heart of Toronto, it's one of my staples. I've eaten in, taken out, and even come for just a bottle of wine (which is super affordable at $25 a bottle).

I'm a sucker for their bolognese but before I found my go-to I had tried their Italian sausage pasta and a few of their pizzas. Everything is delicious.

It is somewhat on the simpler side but at the price point it's at, I wasn't expecting something over the top fancy. It's essentially a better and more delicious version of the pasta you'd make yourself at home. Which is nice.. that comfort food .

It's also on the smaller side in terms of location size but maybe it's a hidden gem or something - I've never had any issues getting a table regardless of the day or time I've visited."
2,Had an amazing pasta dish. The pasta was fresh and so was the tomato sauce. The wait staff were all very courteous and kind.
1,"Decent chinese food place

Inside is pretty packed. Our table was next to the washroom lol

The food is authentic. The portions are decent. Price is low, even when compared to similar restaurants in the area.

Cleanliness is ok. Staff friendliness is ok. They make jokes with customers. Overall a friendly environment.

Pretty decent place for chinese food. Will come back!"
1,"I give this restaurant three stars. I have been to Lai Wah Heen twice, most recently in January.

Lai Wah Heen is a upscale dim sum restaurant located on the second floor of the DoubleTree by Hilton, in downtown Toronto. The restaurant is spacious and bright, the staff is friendly and the service is excellent.

The dim sum is very good but there aren't many, if any vegetable options so it is quite heavy. Also, it doesn't seem very expensive but the price can increase rather quickly when you purchase a few of the higher priced dishes. The bill was higher when my wife and I went here in January than it was when we took our friend last year for her birthday. We particularly liked the crispy shrimp rolls served with sweet hawthorn sauce and the sticky rice filled with assorted seafood & meat, wrapped & steamed in lotus leaf. The spicy, sweet oyster sauce goes really well with the majority of the dim sum and the tea is excellent.

I will likely return to Lai Wah Heen sometime in the near future. I recommend this restaurant to anyone that likes dim sum and wants experience eating it in a high end setting. Three stars."
2,"I would share this, but I'm too shellfish 
.
CHEEEESY baked oysters with spinach, mushrooms, and garlic mayo   
5/5
Incredibly delicious  I can rarely order this dish from Kinka Izakaya because THEY ALWAYS RUN OUT! Located at the heart of Toronto, this authentic Japanese restaurant is super fun, loud, and welcoming! It's the perfect spot to let loose and chill with friends! oishiiiii~

Take advantage of the 30% off promo they have on all takeout orders and order now!"
